id,question,answer,filename,generated_answer
61D2NEA+aoL,What number is printed on the filter?,52,9a/9a09c358.jpg,five
61D2NEA+aoL,Is the filter ring black?,yes,9a/9a09c358.jpg,yes
61D2NEA+aoL,Is this item a camera accessory?,yes,9a/9a09c358.jpg,yes
61D2NEA+aoL,Is this product likely in a budget price range?,yes,9a/9a09c358.jpg,yes
61D2NEA+aoL,Can this filter help protect the front of a lens?,yes,9a/9a09c358.jpg,yes
61D2NEA+aoL,Does this filter typically reduce haze in landscape photos taken on film?,yes,9a/9a09c358.jpg,yes
61D2NEA+aoL,Is this filter attached by twisting onto the lens?,yes,9a/9a09c358.jpg,yes
61D2NEA+aoL,Will a UV filter noticeably improve digital image quality in most conditions?,no,9a/9a09c358.jpg,no
71Eh+9AyVCL,What is the main color of the notebook cover?,red,3b/3ba6ec1d.jpg,red
71Eh+9AyVCL,What brand name is on the notebook?,amazon,3b/3ba6ec1d.jpg,amazonbasics
71Eh+9AyVCL,How many sheets are in the notebook?,100,3b/3ba6ec1d.jpg,100
71Eh+9AyVCL,What letter grade does the target range start with?,k,3b/3ba6ec1d.jpg,c
71Eh+9AyVCL,What kind of notebook is pictured?,composition,3b/3ba6ec1d.jpg,notebook
71Eh+9AyVCL,What color is the ruling baseline shown?,red,3b/3ba6ec1d.jpg,white
71Eh+9AyVCL,Can you write your name on the cover?,yes,3b/3ba6ec1d.jpg,no
71Eh+9AyVCL,Are the ruling lines plain or primary style?,primary,3b/3ba6ec1d.jpg,plain
71Eh+9AyVCL,Is the main brand text capitalized?,yes,3b/3ba6ec1d.jpg,yes
71Eh+9AyVCL,Does the cover have a pattern of dots?,yes,3b/3ba6ec1d.jpg,yes
912MoK+QXuL,What color is the shoe?,grey,27/27a828c4.jpg,grey
912MoK+QXuL,Is the shoe a slip-on type?,yes,27/27a828c4.jpg,yes
912MoK+QXuL,What object is shown in the image?,shoe,27/27a828c4.jpg,shoe
912MoK+QXuL,Is there a logo visible on the shoe?,yes,27/27a828c4.jpg,yes
912MoK+QXuL,Does this shoe have laces?,no,27/27a828c4.jpg,no
912MoK+QXuL,What specific geometric shape is the side logo?,triangle,27/27a828c4.jpg,triangle
912MoK+QXuL,What describes the surface appearance of the lower part of the upper?,smooth,27/27a828c4.jpg,textured
912MoK+QXuL,What elastic feature goes across the top of the shoe?,band,27/27a828c4.jpg,elastic
912MoK+QXuL,How many main layers make up the sole profile?,three,27/27a828c4.jpg,two
912MoK+QXuL,What is the main material used for the upper section?,mesh,27/27a828c4.jpg,fabric
61jhx-zcfIL,What color is the sandal?,black,1c/1ca020d0.jpg,black
61jhx-zcfIL,What type of footwear is shown?,sandal,1c/1ca020d0.jpg,sandal
61jhx-zcfIL,Is this sandal for women?,yes,1c/1ca020d0.jpg,yes
61jhx-zcfIL,What material is the sandal made of?,leather,1c/1ca020d0.jpg,leather
61jhx-zcfIL,Does the upper strap have a cutout design?,yes,1c/1ca020d0.jpg,yes
61jhx-zcfIL,Does this sandal have a high heel?,no,1c/1ca020d0.jpg,no
61jhx-zcfIL,Is the toe shape of the sandal pointed?,no,1c/1ca020d0.jpg,no
61jhx-zcfIL,Does the sandal appear to be waterproof?,no,1c/1ca020d0.jpg,no
61jhx-zcfIL,Is the sandal designed as a flip-flop?,no,1c/1ca020d0.jpg,yes
61jhx-zcfIL,Is the sole of the sandal thick?,no,1c/1ca020d0.jpg,no
81fKX48RynL,What type of mobile accessory is pictured?,case,57/57626acc.jpg,case
81fKX48RynL,Does this cover the front or back of a phone?,back,57/57626acc.jpg,back
81fKX48RynL,What type of shapes make up the pattern?,geometric,57/57626acc.jpg,circles
81fKX48RynL,Are the colors on the case vibrant?,yes,57/57626acc.jpg,yes
81fKX48RynL,Is there a hole for a camera?,yes,57/57626acc.jpg,yes
81fKX48RynL,What does the pattern visually suggest the material could be?,glitter,57/57626acc.jpg,mosaic
81fKX48RynL,What color hue forms a significant portion of the background pattern?,teal,57/57626acc.jpg,blue
81fKX48RynL,How many large distinct shapes are visible in the pattern?,many,57/57626acc.jpg,six
81fKX48RynL,Does the pattern appear ordered or irregular?,irregular,57/57626acc.jpg,irregular
81fKX48RynL,What is a likely physical property of the case based on its appearance?,rigid,57/57626acc.jpg,hard
712YNGdbpFL,What type of item is shown?,case,a6/a6ba24ce.jpg,case
712YNGdbpFL,What is the pattern on the case?,flowers,a6/a6ba24ce.jpg,flowers
712YNGdbpFL,What color is the main background of the case?,black,a6/a6ba24ce.jpg,black
712YNGdbpFL,Is this described as a back cover?,yes,a6/a6ba24ce.jpg,yes
712YNGdbpFL,Is the case described as flexible?,yes,a6/a6ba24ce.jpg,yes
712YNGdbpFL,What specific phone model is mentioned in the labels?,oppo,a6/a6ba24ce.jpg,samsung
712YNGdbpFL,Which brand is listed for the item?,solimo,a6/a6ba24ce.jpg,solimo
712YNGdbpFL,Does the case have a plain or designer look according to the labels?,designer,a6/a6ba24ce.jpg,designer
712YNGdbpFL,What material is mentioned that makes it soft?,tpu,a6/a6ba24ce.jpg,silicone
712YNGdbpFL,Is this case described as multicolor?,yes,a6/a6ba24ce.jpg,yes
61n4r7ISPrL,What product category does this belong to?,case,aa/aa12cfb3.jpg,case
61n4r7ISPrL,How many main colors are on the case?,two,aa/aa12cfb3.jpg,two
61n4r7ISPrL,What object is pictured as the main design?,headphones,aa/aa12cfb3.jpg,headphones
61n4r7ISPrL,Is this case designed to cover the back of a phone?,yes,aa/aa12cfb3.jpg,yes
61n4r7ISPrL,Does the case have only one color?,no,aa/aa12cfb3.jpg,no
61n4r7ISPrL,Is the case likely made of a rigid substance?,no,aa/aa12cfb3.jpg,no
61n4r7ISPrL,Is the headphone graphic probably applied via printing?,printed,aa/aa12cfb3.jpg,yes
61n4r7ISPrL,Can this item be described as a fashion accessory?,yes,aa/aa12cfb3.jpg,yes
61n4r7ISPrL,Is a lens cutout visible on the back?,yes,aa/aa12cfb3.jpg,yes
61n4r7ISPrL,Is the design a simple geometric shape?,no,aa/aa12cfb3.jpg,no
81lWS4Ho9NL,What is the brand name on the label?,365,3b/3b3be156.jpg,amazon
81lWS4Ho9NL,Is the product shown bread?,yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,Is the bread packaged in a clear bag?,yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,"Is the text ""Multigrain"" visible on the label?",yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,What color is the tie closing the bag?,green,3b/3b3be156.jpg,clear
81lWS4Ho9NL,Is there a circular design on the label?,yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,Does the label feature certification logos?,yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,"Is the word ""Seed"" visible on the label?",yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,Is the closure at the top of the bag a twist tie?,yes,3b/3b3be156.jpg,yes
81lWS4Ho9NL,"Is the number ""365"" on the label?",yes,3b/3b3be156.jpg,yes
61OwsbW3c-L,What type of connector is on the smaller plug?,lightning,9a/9a7dc067.jpg,usb
61OwsbW3c-L,What is the main color of the cable?,rose,9a/9a7dc067.jpg,pink
61OwsbW3c-L,What material is the cable braiding?,nylon,9a/9a7dc067.jpg,metal
61OwsbW3c-L,What company is associated with the brand?,amazon,9a/9a7dc067.jpg,amazon
61OwsbW3c-L,Is the item new or renewed?,renewed,9a/9a7dc067.jpg,new
61OwsbW3c-L,What official certification ensures compatibility with Apple devices?,mfi,9a/9a7dc067.jpg,standard
61OwsbW3c-L,"Besides charging, what other primary function does this cable perform?",data,9a/9a7dc067.jpg,power
61OwsbW3c-L,What specific type of connector is on the computer/charger end?,usb,9a/9a7dc067.jpg,usb
61OwsbW3c-L,What Apple device line is frequently mentioned for compatibility?,iphone,9a/9a7dc067.jpg,iphone
61OwsbW3c-L,What characteristic is enhanced by the nylon braiding?,durability,9a/9a7dc067.jpg,braided
713x72YSvmL,What kind of accessory is the main object?,hanger,26/26d03937.jpg,handle
713x72YSvmL,What color is the mounting plate?,black,26/26d03937.jpg,black
713x72YSvmL,How many screws are shown?,three,26/26d03937.jpg,four
713x72YSvmL,What are the small white items?,anchors,26/26d03937.jpg,screws
713x72YSvmL,Is this item used for playing music?,no,26/26d03937.jpg,yes
713x72YSvmL,What instrument part does the padded arm likely cradle?,neck,26/26d03937.jpg,strap
713x72YSvmL,Is this accessory designed for horizontal mounting?,no,26/26d03937.jpg,no
713x72YSvmL,What primary function does the padded arm provide besides support?,protection,26/26d03937.jpg,support
713x72YSvmL,Are the provided screws included in the kit?,yes,26/26d03937.jpg,yes
713x72YSvmL,Is this object primarily for decoration or utility?,utility,26/26d03937.jpg,utility
61IqJw6XdcL,What type of jewelry is shown?,earrings,8f/8fa6bc4d.jpg,earrings
61IqJw6XdcL,What shape are the earring fronts?,hexagon,8f/8fa6bc4d.jpg,octagon
61IqJw6XdcL,What month is associated with the birthstone?,april,8f/8fa6bc4d.jpg,december
61IqJw6XdcL,What color is the metal setting?,gold,8f/8fa6bc4d.jpg,gold
61IqJw6XdcL,Are these earrings suitable as a gift?,yes,8f/8fa6bc4d.jpg,yes
61IqJw6XdcL,How many small stones surround the large center stone on one earring?,eight,8f/8fa6bc4d.jpg,three
61IqJw6XdcL,Is a collection name provided in the text?,yes,8f/8fa6bc4d.jpg,yes
61IqJw6XdcL,Can these earrings be bought through mail order?,yes,8f/8fa6bc4d.jpg,yes
61IqJw6XdcL,Does the text describe the style as simple?,no,8f/8fa6bc4d.jpg,no
61IqJw6XdcL,Are these earrings mentioned as suitable for weddings?,yes,8f/8fa6bc4d.jpg,yes
71v6eobsGnL,What color is the main storage container?,grey,b6/b61cc36d.jpg,grey
71v6eobsGnL,How many accessory bags are shown in the image?,two,b6/b61cc36d.jpg,two
71v6eobsGnL,Does the tall bin have handles?,yes,b6/b61cc36d.jpg,yes
71v6eobsGnL,Is the item identified as a laundry basket in the text?,yes,b6/b61cc36d.jpg,yes
71v6eobsGnL,What feature allows the smaller bags to be closed?,drawstring,b6/b61cc36d.jpg,zipper
71v6eobsGnL,What specific fabric is listed in the product description?,oxford,b6/b61cc36d.jpg,polyester
71v6eobsGnL,"According to the text, is this product designed to be portable?",yes,b6/b61cc36d.jpg,yes
71v6eobsGnL,Does the description mention the ability to collapse the main container?,yes,b6/b61cc36d.jpg,no
71v6eobsGnL,"Besides laundry, what type of non-clothing items are mentioned for storage?",sundries,b6/b61cc36d.jpg,bags
71v6eobsGnL,Is the storage capacity described as large?,yes,b6/b61cc36d.jpg,yes
71Ag28YYwlL,What object is shown in the image?,case,58/583149e4.jpg,case
71Ag28YYwlL,What shape are the small patterns on the case?,heart,58/583149e4.jpg,hearts
71Ag28YYwlL,What is the main color of the phone case?,black,58/583149e4.jpg,black
71Ag28YYwlL,Are there any cutouts on the case?,yes,58/583149e4.jpg,yes
71Ag28YYwlL,Are all the small shapes the same color?,no,58/583149e4.jpg,no
71Ag28YYwlL,How many distinct colors of hearts are visible?,four,58/583149e4.jpg,three
71Ag28YYwlL,What type of material is the case described as in the metadata?,silicone,58/583149e4.jpg,hard
71Ag28YYwlL,What specific phone model is this case designed for according to the metadata?,vivo,58/583149e4.jpg,iphone
71Ag28YYwlL,Is there a pattern in the background behind the hearts?,yes,58/583149e4.jpg,yes
71Ag28YYwlL,What brand is associated with this case in the metadata?,solimo,58/583149e4.jpg,solimo
91cfqemKVKL,1 What type of furniture is shown?,1 sofa,fe/fe08cd6f.jpg,sofa
91cfqemKVKL,2 How many seat cushions does the sofa have?,2 two,fe/fe08cd6f.jpg,two
91cfqemKVKL,3 What color is the sofa?,3 grey,fe/fe08cd6f.jpg,2
91cfqemKVKL,4 Does the sofa have armrests?,4 yes,fe/fe08cd6f.jpg,4
91cfqemKVKL,5 How many back cushions are on the sofa?,5 two,fe/fe08cd6f.jpg,two
91cfqemKVKL,6 What material does the sofa appear to be made of?,6 fabric,fe/fe08cd6f.jpg,6 in
91cfqemKVKL,7 Are the sofa legs visible?,7 yes,fe/fe08cd6f.jpg,6
91cfqemKVKL,8 Does the sofa appear to be new?,8 yes,fe/fe08cd6f.jpg,no
91cfqemKVKL,9 Is the back of the sofa straight or curved near the top?,9 curved,fe/fe08cd6f.jpg,straight
91cfqemKVKL,10 Does the sofa have distinct piping details?,10 yes,fe/fe08cd6f.jpg,no
61kiBsqb2RL,What is the main object shown?,case,35/35ae5157.jpg,cover
61kiBsqb2RL,What is the base color of the case?,black,35/35ae5157.jpg,black
61kiBsqb2RL,What animal design is on the case?,cat,35/35ae5157.jpg,cat
61kiBsqb2RL,What word is visible in the design?,meow,35/35ae5157.jpg,meow
61kiBsqb2RL,What shape represents the cat's nose?,heart,35/35ae5157.jpg,oval
61kiBsqb2RL,What type of cover is this for a phone?,back,35/35ae5157.jpg,back
61kiBsqb2RL,Is the phone case described as flexible?,yes,35/35ae5157.jpg,yes
61kiBsqb2RL,What brand is associated with the case?,solimo,35/35ae5157.jpg,solimo
61kiBsqb2RL,Is the design printed on the cover?,yes,35/35ae5157.jpg,yes
61kiBsqb2RL,Is the case compatible with the Mi Redmi Note 7?,yes,35/35ae5157.jpg,yes
81Bnf5a+9QL,What type of lights are shown?,string,eb/eb5a9e7f.jpg,string
81Bnf5a+9QL,Are the lights multi-colored?,yes,eb/eb5a9e7f.jpg,yes
81Bnf5a+9QL,Is there a book in the image?,yes,eb/eb5a9e7f.jpg,yes
81Bnf5a+9QL,Are the lights on or off?,on,eb/eb5a9e7f.jpg,on
81Bnf5a+9QL,What surface are the lights resting on?,wood,eb/eb5a9e7f.jpg,table
81Bnf5a+9QL,What is the approximate color of the book spine?,pink,eb/eb5a9e7f.jpg,brown
81Bnf5a+9QL,Is the lighting in the image bright or dim?,dim,eb/eb5a9e7f.jpg,bright
81Bnf5a+9QL,Are the lights tangled?,yes,eb/eb5a9e7f.jpg,yes
81Bnf5a+9QL,What is the primary color of the wall background?,white,eb/eb5a9e7f.jpg,white
81Bnf5a+9QL,Is the background textured?,yes,eb/eb5a9e7f.jpg,yes
71kllg8Vi5L,What type of accessory is pictured?,case,f3/f37a3146.jpg,case
71kllg8Vi5L,What primary color is visible on the case?,purple,f3/f37a3146.jpg,purple
71kllg8Vi5L,Does the list indicate compatibility with Samsung phones?,yes,f3/f37a3146.jpg,yes
71kllg8Vi5L,Does the list indicate compatibility with Redmi phones?,yes,f3/f37a3146.jpg,yes
71kllg8Vi5L,Is the pattern on the case oriented vertically?,yes,f3/f37a3146.jpg,no
71kllg8Vi5L,What kind of visual effect does the pattern on the case resemble?,streaks,f3/f37a3146.jpg,abstract
71kllg8Vi5L,What Amazon brand name is mentioned in the list?,solimo,f3/f37a3146.jpg,solimo
71kllg8Vi5L,"Besides 'case', what other common term for this item is in the list?",cover,f3/f37a3146.jpg,case
71kllg8Vi5L,Is there a visible cutout for a rear camera flash?,yes,f3/f37a3146.jpg,yes
71kllg8Vi5L,Does the image show the front or back of the phone case?,back,f3/f37a3146.jpg,back
91lTxtjauGL,How many pairs of scissors are displayed in the image?,two,1c/1cc91b99.jpg,two
91lTxtjauGL,What brand name is written on the blades of the scissors?,solimo,1c/1cc91b99.jpg,solimo
91lTxtjauGL,What color are the handles of the scissors?,black,1c/1cc91b99.jpg,black
91lTxtjauGL,What type of tool is shown in the image?,scissors,1c/1cc91b99.jpg,scissors
91lTxtjauGL,What color are the blades of the scissors?,silver,1c/1cc91b99.jpg,black
91lTxtjauGL,What texture is present on the blade edge near the handle?,serrated,1c/1cc91b99.jpg,smooth
91lTxtjauGL,Is there a bone notch visible on the blade?,yes,1c/1cc91b99.jpg,yes
91lTxtjauGL,Which large online retailer's brand is Solimo?,amazon,1c/1cc91b99.jpg,amazonbasics
91lTxtjauGL,What is the main category of use suggested by the keywords?,kitchen,1c/1cc91b99.jpg,business
91lTxtjauGL,"Based on the image, are the scissors presented individually or as a group?",set,1c/1cc91b99.jpg,group
613USCuVx6L,What object is shown in the image?,case,45/45b2da96.jpg,case
613USCuVx6L,What is the dominant color of the phone case?,black,45/45b2da96.jpg,black
613USCuVx6L,What color is the silhouette design on the case?,teal,45/45b2da96.jpg,blue
613USCuVx6L,What human body part is visible in the design?,head,45/45b2da96.jpg,head
613USCuVx6L,Is the design located on the top or bottom half of the case?,bottom,45/45b2da96.jpg,bottom
613USCuVx6L,How many camera cutouts are visible on the back of the case?,one,45/45b2da96.jpg,two
613USCuVx6L,Does the silhouette face towards the left or the right?,right,45/45b2da96.jpg,left
613USCuVx6L,Are there floral elements included in the design?,yes,45/45b2da96.jpg,yes
613USCuVx6L,Is the background of the case plain or patterned?,plain,45/45b2da96.jpg,patterned
613USCuVx6L,Is the entire back of the case covered by the teal design?,no,45/45b2da96.jpg,yes
71HX-OV1cjL,What type of item is pictured?,case,f4/f421180b.jpg,case
71HX-OV1cjL,How many figures are illustrated on the case?,two,f4/f421180b.jpg,two
71HX-OV1cjL,What color are the word bubbles?,orange,f4/f421180b.jpg,red
71HX-OV1cjL,What color is the hair of the person on the right?,red,f4/f421180b.jpg,blonde
71HX-OV1cjL,Is this a hard case?,yes,f4/f421180b.jpg,yes
71HX-OV1cjL,What is the complete word in the bubbles?,matriana,f4/f421180b.jpg,happy
71HX-OV1cjL,What color shirt is the character on the left wearing?,green,f4/f421180b.jpg,white
71HX-OV1cjL,What headwear is the character on the right wearing?,hat,f4/f421180b.jpg,hat
71HX-OV1cjL,Which brand of phone is this case likely for?,lg,f4/f421180b.jpg,samsung
71HX-OV1cjL,Is the case indicated as 3D printed?,yes,f4/f421180b.jpg,yes
71yi2yMkbkL,What is the main color of the adapters?,black,0a/0a5dd393.jpg,black
71yi2yMkbkL,How many adapters are visible in the image?,four,0a/0a5dd393.jpg,four
71yi2yMkbkL,What brand name is printed on the items?,amazonbasics,0a/0a5dd393.jpg,amazonbasics
71yi2yMkbkL,Are these items cables or adapters?,adapters,0a/0a5dd393.jpg,no
71yi2yMkbkL,What type of connector is on the lighter-colored end?,usbc,0a/0a5dd393.jpg,usb
71yi2yMkbkL,How many distinct types of ports are present on each adapter?,two,0a/0a5dd393.jpg,two
71yi2yMkbkL,What is the general function of these items for electronic ports?,adapting,0a/0a5dd393.jpg,charging
71yi2yMkbkL,Can these adapters potentially be used for device charging?,yes,0a/0a5dd393.jpg,yes
71yi2yMkbkL,Are there any attached cables shown with these adapters?,no,0a/0a5dd393.jpg,no
71yi2yMkbkL,What specific data port type is on the black side?,usba,0a/0a5dd393.jpg,usb
61BGp11YSsL,What colour is the phone case?,pink,4b/4bc8f3f8.jpg,pink
61BGp11YSsL,What animal is pictured on the phone case?,cat,4b/4bc8f3f8.jpg,cat
61BGp11YSsL,What shape are the cat's glasses?,heart,4b/4bc8f3f8.jpg,heart
61BGp11YSsL,What word is written below the cat?,meow,4b/4bc8f3f8.jpg,me
61BGp11YSsL,What is the animal wearing on its head?,bow,4b/4bc8f3f8.jpg,bow
61BGp11YSsL,Which phone brand is this case designed for?,redmi,4b/4bc8f3f8.jpg,motorola
61BGp11YSsL,What date is shown on the phone's display?,april,4b/4bc8f3f8.jpg,16
61BGp11YSsL,Is the phone case transparent according to the image?,no,4b/4bc8f3f8.jpg,no
61BGp11YSsL,What pattern surrounds the main animal on the case?,hearts,4b/4bc8f3f8.jpg,heart
61BGp11YSsL,Is the depicted phone case part of the Solimo brand?,yes,4b/4bc8f3f8.jpg,yes
71ZpXJ00r-L,What type of product is this?,shampoo,3f/3f8b1fe6.jpg,hand soap
71ZpXJ00r-L,What is the main herb scent?,mint,3f/3f8b1fe6.jpg,mint
71ZpXJ00r-L,What number is in the brand logo?,365,3f/3f8b1fe6.jpg,365
71ZpXJ00r-L,What color is the bottle?,white,3f/3f8b1fe6.jpg,white
71ZpXJ00r-L,What color is the plant illustration?,green,3f/3f8b1fe6.jpg,green
71ZpXJ00r-L,What abbreviation is used for ounces on the label?,fl,3f/3f8b1fe6.jpg,16
71ZpXJ00r-L,What word is written in capital letters in the main title?,shampoo,3f/3f8b1fe6.jpg,shampoo
71ZpXJ00r-L,How many individual leaves are clearly visible in the plant image?,five,3f/3f8b1fe6.jpg,three
71ZpXJ00r-L,What ingredient is listed first in the small text description?,glycine,3f/3f8b1fe6.jpg,mint
71ZpXJ00r-L,What is the last word in the small text describing hair type?,hair,3f/3f8b1fe6.jpg,natural
71cj1O8cyuL,What is the main color of the sandal?,silver,af/aff63eb8.jpg,white
71cj1O8cyuL,What kind of footwear is pictured?,sandal,af/aff63eb8.jpg,sandal
71cj1O8cyuL,Does the sandal appear to have a heel?,no,af/aff63eb8.jpg,yes
71cj1O8cyuL,Who is the sandal intended for?,women,af/aff63eb8.jpg,women
71cj1O8cyuL,How many straps are on the top of the foot?,three,af/aff63eb8.jpg,two
71cj1O8cyuL,What text is printed on the insole?,flavia,af/aff63eb8.jpg,pm
71cj1O8cyuL,What color is the bottom layer of the sole?,brown,af/aff63eb8.jpg,brown
71cj1O8cyuL,Is the front strap a thong or a toe ring?,ring,af/aff63eb8.jpg,heel
71cj1O8cyuL,What is the texture of the upper straps?,shiny,af/aff63eb8.jpg,leather
71cj1O8cyuL,How many layers make up the sole from the side?,two,af/aff63eb8.jpg,two
71b4nq7cGmL,What object is in the image?,case,7d/7d2c47b1.jpg,case
71b4nq7cGmL,Is this a back cover or a flip cover?,back,7d/7d2c47b1.jpg,back
71b4nq7cGmL,What is the pattern on the phone case?,lights,7d/7d2c47b1.jpg,lights
71b4nq7cGmL,Name one color of the lights.,red,7d/7d2c47b1.jpg,red
71b4nq7cGmL,What is the shape of the camera opening?,rectangle,7d/7d2c47b1.jpg,rectangle
71b4nq7cGmL,What type of lights are shown in the pattern?,string,7d/7d2c47b1.jpg,christmas
71b4nq7cGmL,Are the lights mostly in focus or out of focus?,out,7d/7d2c47b1.jpg,out
71b4nq7cGmL,How many prominent strands of lights are visible?,two,7d/7d2c47b1.jpg,three
71b4nq7cGmL,What is the main color of the lights on the left side?,red,7d/7d2c47b1.jpg,yellow
71b4nq7cGmL,What kind of atmosphere does the design suggest?,festive,7d/7d2c47b1.jpg,abstract
71PsFOrBc9L,What item is shown in the image?,case,09/09b2f32f.jpg,case
71PsFOrBc9L,What animal is depicted on the case?,lion,09/09b2f32f.jpg,lion
71PsFOrBc9L,Is the design colorful?,yes,09/09b2f32f.jpg,yes
71PsFOrBc9L,What shape is the cutout for the fingerprint sensor?,circle,09/09b2f32f.jpg,round
71PsFOrBc9L,Is there a cutout for cameras on the case?,yes,09/09b2f32f.jpg,yes
71PsFOrBc9L,What is the dominant style of the artwork?,geometric,09/09b2f32f.jpg,abstract
71PsFOrBc9L,How many camera lenses does the cutout accommodate?,two,09/09b2f32f.jpg,two
71PsFOrBc9L,What color is visible around the edges of the design?,white,09/09b2f32f.jpg,green
71PsFOrBc9L,Does the design appear to cover the whole back?,yes,09/09b2f32f.jpg,yes
71PsFOrBc9L,What is the animal looking towards?,forward,09/09b2f32f.jpg,camera
81Old0YmwcL,What is pictured?,bulb,be/be13a32c.jpg,hand dryer
81Old0YmwcL,What brand is this product?,amazonbasics,be/be13a32c.jpg,bic
81Old0YmwcL,What is the wattage of the bulb?,35,be/be13a32c.jpg,10
81Old0YmwcL,Is this bulb for a vehicle?,yes,be/be13a32c.jpg,yes
81Old0YmwcL,Is this a Xenon lamp?,yes,be/be13a32c.jpg,yes
81Old0YmwcL,What is the specified base code?,pk32d2,be/be13a32c.jpg,no
81Old0YmwcL,How many bulbs are in one package?,one,be/be13a32c.jpg,two
81Old0YmwcL,What gas creates the light?,xenon,be/be13a32c.jpg,gas
81Old0YmwcL,What component is integrated in the base?,ballast,be/be13a32c.jpg,cover
81Old0YmwcL,In what language is the description?,french,be/be13a32c.jpg,arabic
8178-W3z-5L,What main type of dessert is shown?,brownies,27/272a3055.jpg,cookies
8178-W3z-5L,How many brownies are clearly visible?,eight,27/272a3055.jpg,seven
8178-W3z-5L,What word is in the green circle?,fresh,27/272a3055.jpg,fresh
8178-W3z-5L,What number is in the size description on the label?,two,27/272a3055.jpg,two
8178-W3z-5L,What flavor does the color suggest?,chocolate,27/272a3055.jpg,dark
8178-W3z-5L,"Does the label text specify ""real""?",no,27/272a3055.jpg,no
8178-W3z-5L,Is this product likely found in a grocery section other than bakery or snack?,no,27/272a3055.jpg,yes
8178-W3z-5L,"Is ""kosher"" printed on the main label?",no,27/272a3055.jpg,yes
8178-W3z-5L,"Is ""fudge"" mentioned on the label?",no,27/272a3055.jpg,yes
8178-W3z-5L,Is this product meant to be baked before eating?,no,27/272a3055.jpg,yes
61VsKz3NwgL,What kind of jewelry is depicted?,earrings,d5/d502c465.jpg,earrings
61VsKz3NwgL,How many earrings are shown?,two,d5/d502c465.jpg,two
61VsKz3NwgL,What type of stone is in the earrings?,diamond,d5/d502c465.jpg,diamond
61VsKz3NwgL,What color is the metal setting?,silver,d5/d502c465.jpg,silver
61VsKz3NwgL,How many prongs are holding one of the stones?,six,d5/d502c465.jpg,four
61VsKz3NwgL,What style of earring back is visible?,post,d5/d502c465.jpg,stud
61VsKz3NwgL,What is the shape of the main gemstone?,round,d5/d502c465.jpg,heart
61VsKz3NwgL,Are these earrings designed for pierced ears?,yes,d5/d502c465.jpg,yes
61VsKz3NwgL,How would you classify the setting style?,prong,d5/d502c465.jpg,polished
61VsKz3NwgL,Are the earrings shown oriented identically?,no,d5/d502c465.jpg,no
81PyPfEdhoL,What is the main item in the image?,case,20/2028cb50.jpg,case
81PyPfEdhoL,What letter is on the case?,j,20/2028cb50.jpg,j
81PyPfEdhoL,What material does the case look like?,denim,20/2028cb50.jpg,hard
81PyPfEdhoL,What color is the letter?,black,20/2028cb50.jpg,black
81PyPfEdhoL,What color is the strip above the denim part?,blue,20/2028cb50.jpg,blue
81PyPfEdhoL,What brand is mentioned in the text for this type of product?,solimo,20/2028cb50.jpg,solimo
